optimal_tour,optimal_tour_length,gcn_tour,gcn_tour_length,score,time
"{1, 11, 19, 24, 7, 28, 4, 8, 6, 15, 13, 29, 27, 20, 16, 22, 5, 10, 9, 14, 17, 23, 30, 21, 2, 12, 18, 3, 26, 25, 1}",4.160859,"{1, 11, 19, 24, 15, 6, 7, 4, 28, 8, 29, 27, 20, 16, 22, 10, 5, 9, 14, 17, 23, 30, 21, 13, 25, 26, 12, 3, 18, 2, 1}",4.315374,0.037136,0.092077
"{1, 14, 10, 30, 22, 26, 12, 7, 11, 18, 16, 17, 24, 21, 23, 3, 28, 8, 19, 15, 2, 29, 20, 5, 9, 25, 4, 13, 6, 27, 1}",4.735576,"{1, 27, 6, 4, 13, 14, 10, 30, 22, 26, 12, 7, 24, 11, 18, 16, 17, 21, 23, 3, 28, 8, 19, 20, 15, 29, 2, 9, 5, 25, 1}",4.883833,0.031307,0.092268
"{1, 3, 2, 4, 5, 14, 6, 26, 18, 22, 16, 17, 25, 10, 28, 11, 9, 15, 7, 30, 27, 12, 29, 21, 19, 20, 8, 23, 24, 13, 1}",4.681149,"{1, 13, 3, 2, 26, 18, 6, 22, 16, 17, 25, 10, 11, 28, 9, 15, 7, 30, 27, 12, 19, 21, 29, 5, 14, 4, 24, 23, 8, 20, 1}",4.958373,0.059221,0.094242
"{1, 10, 2, 9, 4, 5, 22, 24, 14, 23, 6, 26, 20, 17, 19, 16, 13, 8, 15, 25, 7, 3, 28, 12, 27, 18, 30, 29, 11, 21, 1}",4.430246,"{1, 10, 2, 9, 4, 5, 22, 24, 14, 23, 6, 26, 20, 17, 19, 16, 13, 8, 15, 25, 7, 3, 27, 28, 12, 11, 21, 29, 18, 30, 1}",4.461699,0.007100,0.094637
"{1, 28, 6, 21, 25, 27, 30, 16, 3, 22, 9, 14, 8, 15, 13, 17, 10, 23, 20, 11, 18, 5, 4, 12, 7, 19, 29, 2, 26, 24, 1}",4.283022,"{1, 24, 26, 19, 29, 2, 21, 6, 28, 4, 5, 25, 27, 30, 16, 18, 11, 3, 22, 9, 14, 8, 15, 13, 17, 20, 10, 23, 12, 7, 1}",4.522832,0.055991,0.094802
"{1, 2, 23, 20, 29, 17, 15, 27, 9, 6, 30, 24, 26, 12, 3, 4, 18, 25, 11, 10, 22, 19, 7, 8, 13, 28, 16, 14, 21, 5, 1}",4.446549,"{1, 5, 21, 16, 14, 28, 8, 7, 19, 22, 10, 11, 25, 18, 4, 13, 3, 12, 26, 24, 15, 27, 30, 6, 9, 17, 29, 20, 23, 2, 1}",4.595397,0.033475,0.094743
"{1, 28, 12, 2, 5, 22, 6, 27, 29, 13, 18, 7, 23, 24, 17, 25, 19, 3, 14, 4, 15, 9, 20, 8, 10, 21, 16, 11, 30, 26, 1}",4.205297,"{1, 28, 12, 2, 5, 22, 6, 27, 29, 13, 18, 7, 23, 17, 24, 25, 19, 3, 14, 4, 15, 9, 20, 8, 10, 21, 16, 11, 30, 26, 1}",4.230059,0.005888,0.092190
"{1, 30, 25, 20, 11, 29, 2, 7, 3, 14, 8, 23, 6, 19, 5, 27, 24, 15, 4, 21, 22, 13, 18, 16, 12, 28, 9, 17, 10, 26, 1}",4.606479,"{1, 30, 25, 20, 11, 29, 2, 7, 3, 14, 8, 23, 4, 21, 13, 22, 15, 24, 6, 19, 5, 27, 18, 16, 12, 28, 9, 10, 17, 26, 1}",4.651189,0.009706,0.092889
"{1, 16, 13, 24, 15, 12, 25, 7, 20, 5, 3, 23, 21, 11, 10, 28, 27, 29, 14, 17, 22, 2, 18, 9, 30, 26, 8, 19, 4, 6, 1}",4.531987,"{1, 6, 19, 4, 8, 26, 30, 9, 18, 2, 22, 17, 14, 29, 27, 28, 10, 11, 21, 23, 3, 5, 20, 7, 25, 12, 15, 24, 13, 16, 1}",4.564012,0.007067,0.093803
"{1, 24, 22, 30, 20, 26, 6, 7, 27, 13, 23, 21, 25, 4, 3, 12, 5, 10, 18, 17, 14, 15, 11, 28, 8, 9, 16, 19, 2, 29, 1}",4.547927,"{1, 29, 9, 16, 19, 2, 15, 24, 22, 30, 20, 26, 6, 7, 27, 13, 23, 21, 25, 4, 3, 12, 5, 18, 10, 17, 14, 11, 28, 8, 1}",4.754511,0.045424,0.092334
"{1, 20, 9, 10, 26, 16, 13, 22, 12, 14, 29, 19, 21, 28, 24, 11, 17, 2, 7, 8, 6, 5, 25, 27, 3, 4, 30, 18, 23, 15, 1}",4.892479,"{1, 20, 11, 24, 28, 21, 19, 29, 14, 12, 22, 13, 16, 26, 10, 9, 3, 27, 25, 5, 6, 4, 30, 15, 23, 18, 8, 7, 2, 17, 1}",5.202526,0.063372,0.094225
"{1, 25, 22, 4, 28, 18, 3, 26, 6, 9, 21, 7, 19, 11, 12, 15, 30, 29, 2, 20, 17, 27, 24, 14, 23, 16, 13, 5, 8, 10, 1}",4.280880,"{1, 28, 4, 25, 22, 18, 3, 26, 6, 9, 21, 7, 19, 11, 12, 15, 30, 29, 17, 2, 20, 27, 24, 14, 23, 16, 13, 5, 8, 10, 1}",4.301673,0.004857,0.094350
"{1, 24, 27, 18, 14, 21, 30, 11, 4, 19, 9, 16, 3, 17, 25, 22, 13, 8, 12, 15, 10, 23, 29, 5, 28, 6, 2, 20, 26, 7, 1}",4.443267,"{1, 7, 26, 20, 2, 6, 28, 5, 29, 23, 10, 15, 12, 8, 13, 22, 25, 3, 17, 16, 9, 19, 4, 11, 30, 21, 14, 18, 27, 24, 1}",4.467594,0.005475,0.093160
"{1, 14, 3, 19, 29, 28, 5, 17, 24, 9, 2, 30, 22, 6, 12, 18, 25, 11, 10, 15, 26, 27, 21, 20, 7, 8, 4, 23, 13, 16, 1}",3.826882,"{1, 16, 14, 3, 19, 29, 28, 5, 17, 9, 24, 30, 22, 6, 12, 18, 25, 11, 10, 15, 26, 27, 21, 20, 7, 8, 4, 23, 13, 2, 1}",4.072022,0.064057,0.093663
"{1, 19, 28, 7, 29, 16, 17, 3, 2, 14, 13, 24, 15, 18, 23, 4, 30, 5, 25, 21, 12, 8, 20, 6, 22, 10, 26, 27, 9, 11, 1}",4.750280,"{1, 11, 9, 27, 26, 10, 22, 6, 20, 8, 12, 21, 25, 5, 30, 4, 23, 18, 15, 24, 13, 14, 2, 3, 17, 16, 28, 19, 7, 29, 1}",4.756495,0.001308,0.092733
"{1, 6, 16, 13, 23, 7, 12, 3, 29, 20, 14, 5, 8, 2, 9, 25, 21, 17, 11, 15, 10, 4, 19, 22, 18, 28, 26, 24, 27, 30, 1}",4.655631,"{1, 6, 16, 13, 23, 7, 12, 3, 29, 14, 20, 5, 8, 2, 25, 9, 21, 17, 11, 15, 4, 10, 19, 22, 18, 28, 26, 24, 27, 30, 1}",4.740252,0.018176,0.092997
"{1, 30, 8, 21, 12, 16, 26, 25, 18, 27, 9, 24, 19, 17, 13, 10, 23, 28, 20, 14, 4, 7, 6, 3, 15, 2, 29, 11, 5, 22, 1}",4.060692,"{1, 30, 8, 21, 12, 16, 26, 25, 18, 27, 9, 24, 19, 17, 13, 10, 23, 28, 20, 14, 4, 7, 6, 3, 15, 2, 29, 11, 5, 22, 1}",4.060692,0.000000,0.095297
"{1, 19, 18, 25, 7, 21, 4, 24, 15, 17, 22, 2, 27, 6, 23, 26, 30, 28, 12, 8, 5, 3, 20, 9, 13, 16, 29, 10, 11, 14, 1}",4.517674,"{1, 19, 18, 25, 7, 21, 4, 24, 15, 17, 22, 2, 27, 6, 23, 26, 30, 28, 12, 8, 5, 3, 14, 20, 9, 13, 16, 29, 10, 11, 1}",4.672233,0.034212,0.094629
"{1, 29, 2, 20, 21, 10, 12, 4, 17, 27, 22, 5, 9, 7, 3, 24, 30, 23, 15, 25, 19, 26, 14, 18, 16, 11, 13, 8, 28, 6, 1}",4.346303,"{1, 2, 20, 21, 10, 12, 4, 17, 27, 22, 9, 7, 3, 24, 30, 23, 15, 5, 25, 19, 26, 14, 18, 16, 11, 13, 8, 28, 6, 29, 1}",4.393131,0.010774,0.095012
"{1, 8, 23, 14, 28, 20, 3, 16, 13, 7, 4, 17, 29, 15, 30, 18, 21, 10, 12, 2, 26, 9, 19, 27, 5, 25, 6, 24, 11, 22, 1}",4.234854,"{1, 22, 8, 23, 14, 28, 20, 3, 16, 13, 7, 4, 17, 29, 18, 30, 15, 21, 10, 12, 2, 26, 9, 19, 27, 5, 25, 6, 24, 11, 1}",4.275893,0.009691,0.094220
"{1, 5, 27, 22, 11, 2, 7, 9, 15, 26, 10, 20, 25, 28, 30, 19, 13, 18, 17, 8, 23, 12, 3, 21, 29, 4, 6, 14, 16, 24, 1}",4.529530,"{1, 24, 16, 6, 14, 4, 29, 3, 21, 12, 23, 17, 8, 18, 13, 19, 28, 30, 25, 20, 10, 26, 15, 9, 7, 2, 11, 22, 27, 5, 1}",4.559352,0.006584,0.092949
"{1, 2, 19, 11, 8, 13, 10, 3, 25, 20, 23, 16, 15, 18, 26, 21, 24, 27, 14, 30, 22, 17, 9, 12, 4, 29, 28, 6, 7, 5, 1}",4.836347,"{1, 5, 7, 6, 28, 29, 4, 22, 30, 14, 27, 24, 21, 26, 18, 15, 16, 23, 20, 25, 3, 10, 13, 8, 19, 11, 12, 17, 9, 2, 1}",5.043746,0.042883,0.094270
"{1, 22, 25, 13, 24, 9, 5, 6, 3, 20, 11, 10, 30, 29, 27, 21, 18, 12, 26, 4, 28, 19, 15, 2, 23, 7, 17, 16, 8, 14, 1}",4.523299,"{1, 14, 8, 16, 17, 7, 23, 2, 15, 19, 28, 4, 26, 12, 18, 21, 27, 29, 30, 10, 11, 20, 24, 13, 9, 3, 6, 5, 25, 22, 1}",4.560155,0.008148,0.095163
"{1, 24, 16, 29, 6, 12, 15, 5, 23, 2, 21, 4, 11, 30, 14, 10, 25, 19, 9, 27, 28, 22, 13, 17, 18, 8, 26, 7, 20, 3, 1}",4.198137,"{1, 3, 20, 7, 26, 8, 18, 17, 28, 27, 9, 19, 25, 10, 14, 30, 11, 4, 13, 22, 5, 21, 2, 23, 15, 12, 6, 29, 16, 24, 1}",4.361177,0.038836,0.095022
"{1, 30, 14, 9, 16, 21, 12, 25, 26, 23, 17, 22, 18, 20, 7, 4, 3, 28, 2, 13, 29, 6, 10, 24, 27, 8, 5, 15, 11, 19, 1}",4.645260,"{1, 30, 14, 9, 16, 21, 12, 25, 26, 23, 22, 17, 18, 20, 4, 3, 7, 13, 2, 28, 8, 27, 5, 24, 10, 6, 29, 19, 11, 15, 1}",4.730427,0.018334,0.093255
"{1, 14, 24, 30, 28, 7, 12, 4, 23, 8, 11, 9, 25, 18, 10, 21, 17, 19, 5, 15, 13, 22, 2, 3, 16, 27, 29, 26, 6, 20, 1}",4.781226,"{1, 20, 6, 26, 29, 27, 17, 21, 19, 16, 3, 2, 22, 13, 15, 5, 10, 18, 25, 9, 11, 8, 23, 4, 12, 7, 28, 30, 14, 24, 1}",4.993454,0.044388,0.094089
"{1, 17, 12, 19, 16, 3, 5, 15, 9, 25, 14, 8, 28, 13, 6, 30, 10, 7, 20, 23, 24, 4, 27, 22, 26, 11, 18, 29, 2, 21, 1}",5.135595,"{1, 21, 2, 29, 18, 11, 26, 22, 27, 4, 24, 23, 20, 7, 10, 30, 6, 13, 28, 8, 14, 25, 9, 15, 5, 3, 16, 19, 12, 17, 1}",5.135596,0.000000,0.094971
"{1, 27, 26, 29, 5, 16, 9, 13, 30, 7, 6, 20, 3, 22, 23, 10, 8, 4, 15, 2, 19, 17, 18, 21, 24, 11, 12, 28, 14, 25, 1}",4.151762,"{1, 27, 26, 29, 5, 16, 9, 13, 30, 7, 6, 3, 20, 22, 23, 10, 8, 2, 4, 15, 19, 17, 18, 21, 24, 11, 25, 14, 12, 28, 1}",4.288768,0.032999,0.095684
"{1, 12, 19, 26, 15, 20, 2, 13, 14, 25, 7, 5, 11, 21, 30, 27, 4, 17, 28, 3, 6, 23, 22, 16, 10, 29, 9, 18, 24, 8, 1}",4.792547,"{1, 8, 24, 18, 12, 19, 26, 15, 20, 2, 13, 14, 25, 7, 5, 11, 21, 30, 27, 4, 17, 28, 3, 6, 23, 9, 29, 10, 16, 22, 1}",5.083622,0.060735,0.095439
"{1, 16, 12, 2, 23, 25, 22, 20, 7, 9, 6, 19, 24, 26, 5, 30, 3, 8, 15, 18, 4, 27, 10, 29, 28, 14, 21, 13, 17, 11, 1}",4.300380,"{1, 16, 12, 2, 23, 25, 22, 20, 7, 9, 6, 19, 24, 26, 5, 30, 3, 8, 15, 18, 4, 27, 10, 29, 28, 11, 17, 13, 21, 14, 1}",4.461819,0.037541,0.095264
"{1, 21, 14, 29, 26, 10, 22, 11, 16, 24, 3, 23, 25, 28, 17, 7, 18, 8, 27, 12, 5, 13, 30, 6, 2, 4, 15, 9, 19, 20, 1}",4.381941,"{1, 21, 14, 22, 10, 29, 26, 27, 11, 16, 24, 3, 23, 25, 28, 17, 8, 18, 7, 5, 12, 13, 30, 6, 2, 4, 15, 9, 19, 20, 1}",4.456046,0.016912,0.094803
"{1, 9, 5, 14, 10, 11, 8, 12, 27, 23, 4, 2, 17, 3, 21, 16, 26, 29, 7, 18, 25, 6, 13, 19, 24, 15, 22, 30, 28, 20, 1}",5.131957,"{1, 9, 20, 10, 5, 14, 2, 4, 23, 27, 12, 8, 11, 7, 29, 21, 17, 3, 16, 26, 18, 25, 6, 13, 19, 24, 15, 22, 28, 30, 1}",5.229743,0.019054,0.095606
"{1, 12, 28, 23, 2, 10, 22, 5, 19, 3, 16, 4, 17, 27, 29, 21, 26, 20, 8, 9, 24, 15, 18, 11, 14, 13, 7, 25, 6, 30, 1}",4.932257,"{1, 30, 6, 25, 7, 13, 14, 8, 9, 11, 18, 15, 27, 17, 4, 16, 29, 21, 26, 24, 20, 2, 3, 19, 10, 5, 22, 23, 28, 12, 1}",5.109323,0.035900,0.094849
"{1, 10, 2, 19, 26, 7, 9, 14, 21, 4, 8, 12, 28, 16, 24, 27, 20, 5, 18, 6, 29, 3, 17, 11, 30, 15, 13, 22, 25, 23, 1}",4.521480,"{1, 23, 25, 11, 17, 30, 22, 15, 13, 3, 29, 6, 18, 5, 20, 27, 24, 16, 28, 12, 8, 4, 21, 14, 9, 7, 26, 19, 10, 2, 1}",4.545093,0.005222,0.093350
"{1, 16, 11, 27, 5, 24, 2, 12, 10, 6, 4, 22, 20, 21, 9, 15, 23, 29, 30, 19, 8, 26, 28, 13, 17, 18, 25, 3, 7, 14, 1}",4.350201,"{1, 14, 7, 3, 16, 11, 27, 5, 24, 2, 12, 10, 6, 4, 22, 20, 21, 9, 15, 23, 29, 30, 19, 8, 26, 28, 13, 17, 18, 25, 1}",4.411716,0.014141,0.095879
"{1, 17, 22, 18, 29, 11, 25, 27, 13, 23, 2, 5, 12, 26, 3, 16, 4, 7, 21, 14, 19, 8, 9, 15, 24, 6, 28, 10, 30, 20, 1}",5.017159,"{1, 17, 22, 18, 29, 11, 25, 27, 13, 23, 2, 5, 12, 26, 3, 16, 4, 7, 21, 14, 19, 8, 9, 15, 24, 6, 28, 10, 30, 20, 1}",5.017159,0.000000,0.094693
"{1, 30, 3, 7, 11, 24, 26, 18, 5, 16, 29, 20, 19, 28, 4, 27, 12, 23, 14, 25, 2, 21, 6, 13, 17, 22, 10, 15, 9, 8, 1}",4.078537,"{1, 30, 8, 3, 7, 11, 24, 18, 26, 16, 29, 20, 5, 19, 28, 4, 27, 12, 23, 14, 25, 2, 13, 6, 21, 9, 15, 10, 22, 17, 1}",4.438332,0.088217,0.094574
"{1, 24, 18, 26, 3, 27, 14, 12, 22, 2, 20, 7, 25, 21, 6, 29, 23, 30, 13, 19, 4, 17, 9, 5, 16, 11, 8, 15, 10, 28, 1}",4.177473,"{1, 24, 18, 26, 3, 27, 14, 12, 22, 2, 20, 7, 25, 21, 6, 30, 23, 29, 13, 19, 4, 17, 9, 5, 16, 11, 8, 15, 10, 28, 1}",4.172213,-0.001259,0.096212
"{1, 26, 27, 23, 22, 3, 19, 6, 18, 30, 4, 28, 29, 16, 10, 13, 17, 20, 12, 11, 14, 24, 8, 2, 25, 5, 7, 9, 21, 15, 1}",4.904593,"{1, 26, 27, 23, 15, 21, 9, 7, 5, 25, 2, 8, 24, 14, 11, 12, 20, 17, 13, 10, 22, 3, 19, 6, 18, 30, 4, 28, 16, 29, 1}",5.556746,0.132968,0.095155
"{1, 21, 24, 3, 29, 12, 11, 18, 25, 27, 17, 8, 20, 5, 10, 13, 23, 9, 30, 26, 6, 2, 15, 7, 28, 22, 14, 4, 16, 19, 1}",4.690673,"{1, 21, 24, 3, 29, 28, 7, 15, 2, 22, 14, 4, 16, 19, 6, 26, 30, 23, 9, 10, 13, 5, 20, 8, 17, 27, 12, 11, 18, 25, 1}",5.284757,0.126652,0.094375
"{1, 14, 19, 3, 27, 2, 13, 25, 17, 30, 21, 7, 6, 12, 28, 26, 20, 11, 22, 29, 15, 9, 23, 4, 24, 16, 8, 10, 5, 18, 1}",4.697869,"{1, 18, 14, 19, 3, 27, 2, 13, 25, 17, 30, 5, 10, 8, 16, 24, 4, 23, 9, 15, 29, 22, 11, 20, 26, 28, 12, 6, 7, 21, 1}",4.913638,0.045929,0.095007
"{1, 30, 23, 16, 11, 19, 17, 24, 2, 15, 29, 18, 4, 3, 28, 25, 21, 5, 14, 27, 13, 22, 9, 20, 26, 7, 6, 8, 12, 10, 1}",4.258169,"{1, 16, 11, 19, 17, 24, 2, 15, 29, 18, 4, 3, 28, 25, 21, 5, 14, 20, 26, 22, 27, 13, 9, 6, 8, 7, 12, 10, 30, 23, 1}",4.468246,0.049335,0.094768
"{1, 4, 25, 11, 10, 26, 27, 23, 18, 9, 24, 5, 28, 29, 19, 20, 16, 21, 8, 6, 2, 12, 13, 14, 15, 3, 17, 22, 30, 7, 1}",4.566164,"{1, 4, 25, 11, 10, 26, 27, 23, 18, 9, 24, 5, 20, 16, 19, 21, 8, 6, 2, 12, 13, 29, 28, 14, 15, 3, 17, 7, 30, 22, 1}",4.991500,0.093149,0.095816
"{1, 12, 24, 6, 27, 2, 28, 8, 19, 13, 5, 4, 7, 18, 17, 23, 3, 10, 11, 29, 30, 9, 14, 20, 16, 15, 21, 26, 25, 22, 1}",4.275484,"{1, 12, 24, 6, 27, 28, 2, 8, 19, 13, 5, 4, 7, 18, 17, 11, 29, 10, 23, 3, 30, 14, 20, 9, 16, 15, 21, 26, 22, 25, 1}",4.445100,0.039672,0.094655
"{1, 22, 18, 29, 17, 10, 9, 8, 25, 6, 2, 15, 11, 3, 23, 14, 30, 5, 20, 4, 7, 27, 16, 19, 28, 13, 24, 26, 21, 12, 1}",4.417737,"{1, 22, 18, 29, 17, 10, 9, 8, 25, 6, 2, 15, 11, 3, 23, 14, 30, 5, 12, 21, 26, 24, 13, 28, 19, 16, 27, 4, 7, 20, 1}",4.778275,0.081611,0.094644
"{1, 23, 7, 3, 16, 17, 4, 27, 8, 21, 20, 9, 26, 12, 15, 2, 24, 14, 30, 11, 28, 22, 18, 6, 5, 10, 19, 25, 29, 13, 1}",4.022914,"{1, 23, 7, 3, 16, 17, 4, 27, 8, 21, 20, 9, 26, 12, 15, 2, 24, 14, 30, 11, 28, 22, 18, 6, 5, 10, 19, 25, 29, 13, 1}",4.022914,0.000000,0.093331
"{1, 22, 12, 21, 4, 10, 6, 3, 11, 7, 9, 30, 14, 16, 29, 20, 8, 15, 18, 13, 5, 27, 26, 28, 23, 24, 17, 2, 25, 19, 1}",4.493033,"{1, 19, 22, 12, 21, 4, 10, 6, 3, 11, 7, 9, 30, 14, 16, 29, 20, 8, 15, 18, 13, 5, 25, 27, 26, 23, 28, 24, 2, 17, 1}",4.519201,0.005824,0.094922
"{1, 5, 9, 20, 15, 28, 23, 3, 29, 16, 11, 7, 6, 19, 22, 26, 12, 2, 18, 21, 4, 14, 13, 24, 10, 17, 27, 25, 30, 8, 1}",4.599653,"{1, 8, 30, 25, 27, 17, 10, 24, 13, 14, 4, 21, 18, 2, 12, 26, 22, 19, 6, 7, 11, 16, 29, 3, 23, 28, 15, 20, 9, 5, 1}",4.599654,0.000000,0.094539
"{1, 24, 6, 7, 13, 5, 11, 9, 22, 21, 10, 15, 14, 19, 29, 8, 30, 26, 28, 17, 23, 12, 20, 16, 2, 25, 18, 3, 4, 27, 1}",4.003301,"{1, 24, 6, 7, 13, 5, 11, 9, 22, 8, 30, 26, 28, 17, 14, 19, 29, 10, 15, 21, 27, 4, 3, 18, 25, 2, 16, 20, 12, 23, 1}",4.954097,0.237503,0.094823
"{1, 12, 28, 16, 26, 23, 2, 4, 3, 15, 19, 5, 14, 17, 9, 10, 22, 21, 20, 27, 6, 25, 29, 8, 30, 13, 11, 7, 24, 18, 1}",4.502614,"{1, 18, 24, 7, 11, 13, 30, 8, 27, 20, 21, 22, 10, 9, 17, 14, 5, 19, 15, 3, 2, 23, 4, 26, 16, 25, 6, 29, 28, 12, 1}",4.549669,0.010451,0.092807
"{1, 13, 18, 30, 17, 10, 25, 4, 20, 16, 19, 9, 5, 12, 21, 2, 11, 14, 29, 23, 6, 22, 15, 24, 3, 28, 7, 26, 27, 8, 1}",4.587591,"{1, 8, 27, 26, 7, 28, 3, 24, 15, 22, 6, 23, 29, 14, 11, 2, 21, 12, 5, 9, 19, 16, 4, 20, 25, 10, 17, 30, 18, 13, 1}",4.591166,0.000779,0.093915
"{1, 16, 30, 11, 12, 15, 9, 4, 20, 17, 6, 19, 21, 23, 27, 22, 7, 24, 2, 5, 13, 8, 28, 25, 29, 3, 18, 10, 14, 26, 1}",4.393943,"{1, 26, 14, 10, 18, 3, 29, 25, 28, 8, 13, 5, 2, 24, 7, 22, 27, 23, 21, 19, 6, 17, 20, 4, 9, 15, 12, 16, 30, 11, 1}",4.393426,-0.000118,0.093552
"{1, 4, 28, 17, 29, 2, 20, 14, 18, 22, 9, 16, 23, 3, 15, 10, 13, 26, 19, 11, 25, 7, 21, 8, 6, 5, 27, 30, 24, 12, 1}",4.517806,"{1, 4, 28, 29, 17, 2, 20, 14, 18, 22, 9, 16, 23, 3, 15, 10, 13, 26, 19, 11, 25, 7, 21, 8, 6, 5, 27, 30, 24, 12, 1}",4.608556,0.020087,0.094518
"{1, 30, 26, 9, 12, 11, 13, 8, 22, 5, 23, 27, 3, 19, 17, 10, 7, 4, 24, 29, 2, 15, 25, 6, 14, 21, 16, 18, 20, 28, 1}",4.254485,"{1, 30, 9, 26, 20, 28, 18, 16, 21, 14, 6, 25, 15, 2, 29, 24, 4, 7, 10, 17, 19, 3, 27, 22, 23, 5, 8, 13, 12, 11, 1}",4.654282,0.093971,0.095256
"{1, 22, 20, 10, 6, 27, 11, 25, 23, 7, 5, 16, 19, 13, 17, 15, 2, 9, 30, 24, 8, 28, 4, 29, 18, 14, 3, 26, 12, 21, 1}",4.586397,"{1, 22, 20, 21, 12, 3, 26, 10, 13, 17, 19, 16, 6, 27, 11, 25, 23, 7, 5, 15, 2, 9, 30, 24, 8, 28, 4, 18, 29, 14, 1}",4.640461,0.011788,0.093246
"{1, 12, 11, 29, 27, 14, 25, 23, 30, 19, 6, 2, 16, 3, 4, 26, 28, 10, 24, 17, 20, 7, 5, 15, 9, 13, 8, 22, 18, 21, 1}",4.418084,"{1, 21, 18, 22, 8, 13, 9, 15, 5, 7, 20, 17, 24, 10, 28, 26, 4, 3, 16, 2, 6, 19, 30, 23, 25, 14, 27, 29, 11, 12, 1}",4.418084,0.000000,0.093233
"{1, 24, 21, 16, 7, 29, 28, 20, 2, 25, 27, 11, 12, 4, 5, 8, 18, 19, 9, 13, 22, 10, 15, 30, 26, 3, 14, 23, 6, 17, 1}",4.510204,"{1, 17, 6, 23, 14, 3, 26, 15, 30, 19, 9, 18, 8, 5, 4, 12, 11, 27, 25, 2, 20, 28, 29, 7, 16, 21, 24, 10, 22, 13, 1}",4.854133,0.076256,0.093320
"{1, 27, 16, 17, 29, 7, 14, 11, 3, 18, 24, 28, 22, 30, 25, 9, 20, 15, 19, 4, 8, 5, 6, 13, 26, 21, 10, 2, 12, 23, 1}",4.612382,"{1, 27, 16, 17, 29, 7, 14, 11, 3, 18, 24, 28, 22, 25, 30, 9, 20, 15, 19, 4, 8, 5, 6, 13, 26, 21, 10, 12, 23, 2, 1}",4.674492,0.013466,0.093552
"{1, 22, 23, 25, 16, 4, 2, 19, 5, 7, 18, 12, 14, 17, 30, 8, 28, 9, 15, 21, 6, 13, 29, 11, 24, 20, 3, 27, 10, 26, 1}",4.397609,"{1, 22, 16, 4, 2, 26, 10, 27, 20, 24, 11, 29, 13, 6, 21, 15, 9, 3, 7, 5, 19, 18, 12, 28, 8, 30, 17, 14, 25, 23, 1}",4.564421,0.037932,0.094995
"{1, 2, 10, 4, 8, 29, 26, 16, 27, 12, 28, 30, 15, 7, 17, 20, 14, 3, 21, 24, 19, 25, 13, 9, 11, 6, 23, 18, 22, 5, 1}",4.955322,"{1, 5, 22, 18, 23, 6, 9, 13, 25, 11, 19, 24, 21, 3, 14, 20, 17, 7, 15, 30, 28, 27, 12, 16, 26, 29, 8, 10, 4, 2, 1}",4.984096,0.005807,0.094922
"{1, 20, 18, 13, 3, 12, 30, 16, 14, 6, 26, 28, 22, 15, 11, 9, 23, 27, 10, 7, 17, 4, 8, 5, 21, 19, 24, 25, 2, 29, 1}",4.963563,"{1, 20, 18, 13, 3, 15, 11, 29, 2, 25, 24, 19, 21, 5, 8, 4, 17, 7, 10, 27, 23, 9, 26, 6, 14, 16, 30, 12, 28, 22, 1}",5.232720,0.054226,0.095146
"{1, 26, 6, 25, 17, 9, 7, 14, 18, 23, 13, 15, 21, 10, 19, 30, 11, 28, 4, 12, 27, 24, 5, 29, 2, 22, 3, 8, 16, 20, 1}",4.143057,"{1, 20, 16, 8, 3, 22, 2, 29, 5, 24, 27, 12, 4, 28, 11, 30, 19, 10, 13, 15, 21, 7, 23, 18, 14, 9, 17, 25, 26, 6, 1}",4.242476,0.023996,0.095471
"{1, 7, 16, 17, 6, 30, 9, 5, 14, 4, 15, 11, 24, 21, 27, 13, 10, 2, 28, 19, 20, 18, 23, 8, 29, 25, 22, 26, 3, 12, 1}",4.463448,"{1, 12, 3, 26, 22, 25, 29, 8, 18, 23, 20, 19, 28, 2, 10, 13, 27, 21, 24, 15, 11, 4, 14, 5, 9, 30, 6, 17, 7, 16, 1}",4.470611,0.001605,0.095405
"{1, 14, 13, 22, 5, 12, 21, 4, 3, 17, 23, 9, 26, 30, 28, 10, 24, 19, 8, 15, 25, 7, 27, 20, 2, 16, 11, 18, 29, 6, 1}",4.883965,"{1, 14, 13, 22, 5, 12, 21, 4, 3, 17, 23, 9, 26, 30, 28, 10, 19, 24, 7, 27, 20, 2, 25, 8, 15, 16, 11, 18, 29, 6, 1}",4.958292,0.015219,0.095986
"{1, 26, 12, 13, 20, 7, 17, 21, 25, 24, 15, 23, 2, 19, 8, 14, 5, 27, 16, 10, 18, 6, 3, 29, 11, 30, 28, 9, 4, 22, 1}",4.402095,"{1, 26, 24, 15, 23, 2, 19, 8, 14, 5, 27, 7, 17, 21, 25, 13, 20, 28, 10, 16, 18, 6, 3, 11, 30, 29, 9, 22, 4, 12, 1}",4.509647,0.024432,0.093096
"{1, 14, 28, 18, 13, 30, 16, 9, 27, 7, 23, 17, 21, 20, 11, 15, 5, 3, 22, 26, 6, 10, 24, 4, 2, 29, 8, 25, 19, 12, 1}",4.586526,"{1, 2, 4, 24, 10, 6, 26, 22, 3, 5, 15, 11, 20, 21, 17, 23, 27, 9, 16, 30, 13, 7, 18, 28, 14, 12, 19, 25, 8, 29, 1}",4.751906,0.036058,0.092621
